studyID,study.name,unique.site.id,site.num,site.name,longitude,long360,latitude,day,month,year,date,density,region,min.dist,nat.invas,max.density,stand.den,NAirT.Match,NAirT.Mean,NAirT.Min,NAirT.Max,MinDist,HADiSST.Match_1,HADiSST.Mean_1,HADiSST.Min_1,HADiSST.Max_1,MinDist_1,abun,beta.abun,rounded.den,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2014,15/6/2014,1,nw.atl,5.218236,i,18,5.555555556,15.9,6.1,-5.9,19.9,0.131987163,10.31544113,8.59672453,2.623302937,14.98975754,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2014,15/6/2014,2,nw.atl,5.218236,i,18,11.11111111,15.9,6.1,-5.9,19.9,0.131987163,10.31544113,8.59672453,2.623302937,14.98975754,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2014,15/6/2014,2,nw.atl,5.218236,i,18,11.11111111,15.9,6.1,-5.9,19.9,0.131987163,10.31544113,8.59672453,2.623302937,14.98975754,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,0,nw.atl,5.218236,i,18,0,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,2,nw.atl,5.218236,i,18,11.11111111,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2013,15/6/2013,3,nw.atl,5.218236,i,18,16.66666667,15.6,7.216666667,-6.3,20.1,0.131987163,10.0580368,8.951140404,4.29716444,13.66703224,0.460585075,0.17,0.170033489,17,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2017,15/6/2017,2,nw.atl,5.218236,i,18,11.11111111,15.5,7.375,-3.7,19.3,0.131987163,9.594730377,7.96713386,2.352784157,15.51784134,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2017,15/6/2017,3.5,nw.atl,5.218236,i,18,19.44444444,15.5,7.375,-3.7,19.3,0.131987163,9.594730377,7.96713386,2.352784157,15.51784134,0.460585075,0.19,0.190031459,19,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2017,15/6/2017,4,nw.atl,5.218236,i,18,22.22222222,15.5,7.375,-3.7,19.3,0.131987163,9.594730377,7.96713386,2.352784157,15.51784134,0.460585075,0.22,0.220028415,22,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,0.5,nw.atl,5.218236,i,18,2.777777778,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.03,0.030047696,3,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,1,nw.atl,5.218236,i,18,5.555555556,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,1,nw.atl,5.218236,i,18,5.555555556,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,1,nw.atl,5.218236,i,18,5.555555556,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,2,nw.atl,5.218236,i,18,11.11111111,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,2,nw.atl,5.218236,i,18,11.11111111,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,2,nw.atl,5.218236,i,18,11.11111111,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,2.5,nw.atl,5.218236,i,18,13.88888889,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.14,0.140036533,14,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,4,nw.atl,5.218236,i,18,22.22222222,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.22,0.220028415,22,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,4,nw.atl,5.218236,i,18,22.22222222,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,0.22,0.220028415,22,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2009,15/6/2009,18,nw.atl,5.218236,i,18,100,15.9,6.533333333,-7.8,20,0.131987163,11.57998276,8.789224148,2.502855301,15.47003174,0.460585075,1,0.999949259,100,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2016,15/6/2016,1,nw.atl,5.218236,i,18,5.555555556,15.7,7.766666667,-3.2,19.6,0.131987163,9.151796341,8.142661333,3.003367901,15.21638393,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2016,15/6/2016,1.2,nw.atl,5.218236,i,18,6.666666667,15.7,7.766666667,-3.2,19.6,0.131987163,9.151796341,8.142661333,3.003367901,15.21638393,0.460585075,0.07,0.070043637,7,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,1,nw.atl,5.218236,i,18,5.555555556,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,4,nw.atl,5.218236,i,18,22.22222222,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.22,0.220028415,22,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,4,nw.atl,5.218236,i,18,22.22222222,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.22,0.220028415,22,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,5,nw.atl,5.218236,i,18,27.77777778,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.28,0.280022326,28,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,6,nw.atl,5.218236,i,18,33.33333333,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.33,0.330017252,33,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,8,nw.atl,5.218236,i,18,44.44444444,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,0.44,0.440006089,44,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2012,15/6/2012,18,nw.atl,5.218236,i,18,100,15.6,7.533333333,-4,18.5,0.131987163,9.368192673,8.525547365,2.854758263,15.60169983,0.460585075,1,0.999949259,100,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2011,15/6/2011,2,nw.atl,5.218236,i,18,11.11111111,14.7,6.941666667,-5.6,19.8,0.131987163,10.77854729,8.35328424,2.428825378,14.44182491,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2011,15/6/2011,9,nw.atl,5.218236,i,18,50,14.7,6.941666667,-5.6,19.8,0.131987163,10.77854729,8.35328424,2.428825378,14.44182491,0.460585075,0.5,0.5,50,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,0,nw.atl,5.218236,i,18,0,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,1.166666667,nw.atl,5.218236,i,18,6.481481483,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,1.333333333,nw.atl,5.218236,i,18,7.407407406,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0.07,0.070043637,7,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,2.333333333,nw.atl,5.218236,i,18,12.96296296,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0.13,0.130037548,13,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,2.666666667,nw.atl,5.218236,i,18,14.81481482,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0.15,0.150035519,15,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2008,15/6/2008,3.6,nw.atl,5.218236,i,18,20,15.6,6.341666667,-4.8,18.7,0.131987163,9.80450058,8.380078514,2.502465725,14.97592163,0.460585075,0.2,0.200030444,20,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2015,15/6/2015,0,nw.atl,5.218236,i,18,0,14.4,6.333333333,-9.7,19.9,0.131987163,9.020605087,8.645089706,3.667000294,16.53913116,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2015,15/6/2015,0,nw.atl,5.218236,i,18,0,14.4,6.333333333,-9.7,19.9,0.131987163,9.020605087,8.645089706,3.667000294,16.53913116,0.460585075,0,5.07E-05,0,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2015,15/6/2015,1,nw.atl,5.218236,i,18,5.555555556,14.4,6.333333333,-9.7,19.9,0.131987163,9.020605087,8.645089706,3.667000294,16.53913116,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2015,15/6/2015,1,nw.atl,5.218236,i,18,5.555555556,14.4,6.333333333,-9.7,19.9,0.131987163,9.020605087,8.645089706,3.667000294,16.53913116,0.460585075,0.06,0.060044652,6,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2015,15/6/2015,2,nw.atl,5.218236,i,18,11.11111111,14.4,6.333333333,-9.7,19.9,0.131987163,9.020605087,8.645089706,3.667000294,16.53913116,0.460585075,0.11,0.110039578,11,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2010,15/6/2010,2.5,nw.atl,5.218236,i,18,13.88888889,15.3,7.066666667,-4.4,18.7,0.131987163,10.99767494,8.761728009,3.17553997,13.82138252,0.460585075,0.14,0.140036533,14,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2010,15/6/2010,7.5,nw.atl,5.218236,i,18,41.66666667,15.3,7.066666667,-4.4,18.7,0.131987163,10.99767494,8.761728009,3.17553997,13.82138252,0.460585075,0.42,0.420008119,42,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2010,15/6/2010,9,nw.atl,5.218236,i,18,50,15.3,7.066666667,-4.4,18.7,0.131987163,10.99767494,8.761728009,3.17553997,13.82138252,0.460585075,0.5,0.5,50,
1,quinn,1.01,1,clarke head,-64.242328,295.757672,44.881764,15,6,2010,15/6/2010,12,nw.atl,5.218236,i,18,66.66666667,15.3,7.066666667,-4.4,18.7,0.131987163,10.99767494,8.761728009,3.17553997,13.82138252,0.460585075,0.67,0.669982748,67,
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,0,ne.pac,3.4619,i,38,0,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,0,ne.pac,3.4619,i,38,0,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,1,ne.pac,3.4619,i,38,2.631578947,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0.03,0.030047696,3,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,2,ne.pac,3.4619,i,38,5.263157895,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0.05,0.050045667,5,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,2,ne.pac,3.4619,i,38,5.263157895,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0.05,0.050045667,5,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3107,234.6893,48.9381,15,6,2016,15/6/2016,8,ne.pac,3.4619,i,38,21.05263158,14.7,11.03333333,4.9,18.4,0.197651461,13.53862,11.31768624,8.448319435,15.12383938,0.477248468,0.21,0.21002943,21,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3311,234.6689,48.91727,15,6,2015,15/6/2015,0,ne.pac,3.48273,i,38,0,15.6,11.24166667,5.8,17.6,0.185893687,12.80730438,11.4476645,8.163304329,15.82487202,0.450157154,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,0,ne.pac,3.48277,i,38,0,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,0,ne.pac,3.48277,i,38,0,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,1,ne.pac,3.48277,i,38,2.631578947,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0.03,0.030047696,3,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,1,ne.pac,3.48277,i,38,2.631578947,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0.03,0.030047696,3,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,1,ne.pac,3.48277,i,38,2.631578947,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0.03,0.030047696,3,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.3318,234.6682,48.91723,15,6,2016,15/6/2016,8,ne.pac,3.48277,i,38,21.05263158,14.7,11.03333333,4.9,18.4,0.18616421,13.53862,11.31768624,8.448319435,15.12383938,0.449857881,0.21,0.21002943,21,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,0,ne.pac,3.48563,i,38,0,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,0,ne.pac,3.48563,i,38,0,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,0,ne.pac,3.48563,i,38,0,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,0,ne.pac,3.48563,i,38,0,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,0,ne.pac,3.48563,i,38,0,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0,5.07E-05,0,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.03,3,"[-125.4,-125.3) [48.9,49]",-125.4232,234.5768,48.91437,15,6,2015,15/6/2015,2,ne.pac,3.48563,i,38,5.263157895,15.6,11.24166667,5.8,17.6,0.238779683,12.80730438,11.4476645,8.163304329,15.82487202,0.421427024,0.05,0.050045667,5,"[-125.4,-125.3) [48.9,49]"
2,yakimishyn,2.07,7,"[-125.4,-125.3) [48.8,48.9)",-125.305,234.695,48.8766,15,6,2017,15/6/2017,0,ne.pac,3.5234,i,38,0,13,9.516666667,1.9,17.7,0.138031011,12.98340797,11.82761439,9.290575027,14.55025196,0.424090273,0,5.07E-05,0,"[-125.4,-125.3) [48.8,48.9)"
